C.D.S.  -  SIMBAD4 rel 1.5.11  -  2017.04.14CEST16:44:09

sptype >= 'L0' & sptype <= 'Y9'
-------------------------------

Number of objects : 1946

 #  |           identifier           |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|--------------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
628 |2MASS J13341216-8226232         |BD*|13 34 12.167 -82 26 23.21  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
629 |2MASS J14460061+0024519         |BD*|14 46 00.62 +00 24 52.0    |     ~|     ~|     ~|     ~|     ~|L6             |  22|   1
630 |EQ J1653+4444                   |BD*|16 53 11.05 +44 44 23.9    |     ~|     ~|     ~|     ~|     ~|T8             |   5|   0
631 |SDSS J091656.32+105740.0        |BD*|09 16 56.323 +10 57 40.07  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
632 |2MASS J19350976-6200473         |BD*|19 35 09.768 -62 00 47.32  |     ~|     ~|     ~|     ~|     ~|L1             |   3|   0
633 |2MASS J09404793+2946534         |BD*|09 40 47.933 +29 46 53.41  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
634 |2MASS J08332637+1948256         |BD*|08 33 26.375 +19 48 25.68  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
635 |2MASS J12025009+4204531         |BD*|12 02 50.09 +42 04 53.2    |     ~|     ~|     ~|     ~|     ~|L0             |   4|   0
636 |2MASS J04463535+1451261         |BD*|04 46 35.352 +14 51 26.19  |     ~|     ~|     ~|     ~|     ~|L2.0           |   3|   0
637 |EQ J2319-1844                   |BD*|23 19 39.13 -18 44 04.3    |     ~|     ~|     ~|     ~|     ~|T7.5           |   3|   0
638 |2MASS J22443167+2043433         |BD*|22 44 31.674 +20 43 43.30  |     ~|     ~|     ~|     ~|     ~|L6.5           |  55|   0
639 |2MASS J16071478-2321011         |BD*|16 07 14.78 -23 21 01.1    |     ~|     ~|     ~|     ~|     ~|L0             |  12|   0
640 |2MASS J15521538+0650415         |BD*|15 52 15.383 +06 50 41.54  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
641 |[AKC2006] 17                    |BD*|15 39 27.30 -34 48 44.0    |     ~|     ~|     ~|23.86 |21.81 |L0             |   4|   0
642 |ULAS J025545.28+061655.7        |Ro*|02 55 45.284 +06 16 55.77  |     ~|     ~|     ~|     ~|     ~|T6.0           |   3|   0
643 |2MASS J08173001-6155158         |BD*|08 17 30.011 -61 55 15.82  |     ~|     ~|     ~|     ~|     ~|T6             |  15|   0
644 |2MASS J09275741+6027464         |BD*|09 27 57.413 +60 27 46.41  |     ~|     ~|     ~|     ~|     ~|L0             |   6|   0
645 |2MASS J14082869+1058013         |BD*|14 08 28.694 +10 58 01.36  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
646 |2MASS J16291840+0335371         |BD*|16 29 18.409 +03 35 37.10  |     ~|     ~|     ~|     ~|     ~|T2             |   7|   0
647 |[BMB2009] IC348 CH4 2           |BD?|03 44 49.52 +32 06 35.4    |     ~|     ~|     ~|     ~|     ~|T6             |   4|   1
648 |2MASS J15484912+1722359         |BD*|15 48 49.127 +17 22 35.97  |     ~|     ~|     ~|     ~|     ~|L4.5           |   6|   0
649 |2MASS J01414839-1601196         |BD*|01 41 48.400 -16 01 19.65  |     ~|     ~|     ~|     ~|     ~|L5.5           |   2|   0
650 |2MASS J16184026+2020456         |BD*|16 18 40.263 +20 20 45.69  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
651 |2MASS J11131694-0002467         |BD*|11 13 16.944 -00 02 46.76  |     ~|     ~|     ~|     ~|     ~|L0             |   9|   0
652 |2MASS J07584037+3247245         |BD*|07 58 40.374 +32 47 24.55  |     ~|     ~|     ~|     ~|     ~|T2             |  26|   1
653 |2MASS J07392203+6615039         |BD*|07 39 22.04 +66 15 03.9    |     ~|     ~|     ~|     ~|     ~|T1.5           |   5|   0
654 |EQ J1728+5716                   |BD*|17 28 44.93 +57 16 43.6    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
655 |ULAS J123903.75+102518.6        |*  |12 39 03.75 +10 25 18.6    |     ~|     ~|     ~|     ~|     ~|T0             |   2|   0
656 |2MASS J05161597-3332046         |BD*|05 16 15.979 -33 32 04.69  |     ~|     ~|     ~|     ~|     ~|L6             |   3|   0
657 |ULAS J133933.64-005621.1        |Ro*|13 39 33.64 -00 56 21.1    |     ~|     ~|     ~|     ~|     ~|T7             |   1|   0
658 |2MASS J09310955+0327331         |BD*|09 31 09.55 +03 27 33.1    |     ~|     ~|     ~|     ~|     ~|L7.5           |   9|   0
659 |WISE J024512.62-345047.8        |BD*|02 45 12.62 -34 50 47.8    |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
660 |2MASS J16230740+2908281         |BD*|16 23 07.402 +29 08 28.12  |     ~|     ~|     ~|     ~|     ~|L4             |   2|   0
661 |2MASSI J1534498-295227          |BD*|15 34 49.84 -29 52 27.4    |     ~|     ~|     ~|     ~|     ~|T5.5+T5.5      |  52|   0
662 |2MASS J00434859-0054094         |BD*|00 43 48.594 -00 54 09.41  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
663 |2MUCD 20870                     |BD*|20 36 03.162 +10 51 29.51  |     ~|     ~|     ~|     ~|     ~|L2             |  14|   0
664 |2MASS J23392527+3507165         |BD*|23 39 25.279 +35 07 16.53  |     ~|     ~|     ~|     ~|     ~|L4pec          |   5|   0
665 |SDSS J205235.31-160929.8        |BD*|20 52 35.31 -16 09 29.8    |     ~|     ~|     ~|     ~|     ~|T1             |  12|   1
666 |ULAS J010036.01+062044.1        |BD*|01 00 36.010 +06 20 44.10  |     ~|     ~|     ~|     ~|     ~|L0.0           |   2|   0
667 |2MASS J08461073+0308374         |BD*|08 46 10.733 +03 08 37.43  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
668 |2MASS J16173168+4019003         |BD*|16 17 31.69 +40 19 00.4    |     ~|     ~|     ~|     ~|     ~|L6.5           |   5|   0
669 |CFBDS J212243+042942            |BD*|21 22 43.69 +04 29 42.0    |     ~|     ~|     ~|     ~|     ~|T2.0           |   2|   0
670 |2MASS J07511645-2530432         |BD*|07 51 16.45 -25 30 43.2    |     ~|     ~|     ~|     ~|16.53 |L1.5           |   9|   0
671 |EQ J1906+4508                   |BD*|19 06 24.75 +45 08 08.2    |     ~|     ~|     ~|     ~|     ~|T6             |   4|   0
672 |2MASSI J1546271-332511          |BD*|15 46 27.19 -33 25 11.2    |     ~|     ~|     ~|     ~|     ~|T5.7           |  25|   1
673 |2MASS J03053655-0642161         |BD*|03 05 36.555 -06 42 16.17  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
674 |2MASS J10433508+1213149         |BD*|10 43 35.084 +12 13 14.97  |     ~|     ~|     ~|     ~|     ~|L9             |  11|   0
675 |ULAS J095829.86-003932.0        |BD*|09 58 29.86 -00 39 32.0    |     ~|     ~|     ~|     ~|     ~|T5.5           |   3|   0
676 |2MASS J15450291+0618077         |BD*|15 45 02.918 +06 18 07.79  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
677 |[PT2013] 5                      |BD?|08 39 05.61 -52 38 14.1    |     ~|     ~|     ~|     ~|     ~|T7             |   1|   0
678 |2MASS J02284243+1639329         |BD*|02 28 42.436 +16 39 33.00  |     ~|     ~|     ~|     ~|     ~|L0             |   6|   0
679 |DENIS J1058.7-1548              |BD*|10 58 47.870 -15 48 17.23  |     ~|     ~|     ~|20.095|17.764|L2.5           |  70|   1
680 |2MASS J00422118+1459236         |BD*|00 42 21.183 +14 59 23.68  |     ~|     ~|     ~|     ~|     ~|L0             |   6|   0
681 |* 15 Sge B                      |BD*|20 04 06.2 +17 04 13       |     ~|     ~|     ~|     ~|     ~|L6             |  19|   0
682 |BRLT 149                        |BD*|12 00 09.711 +12 08 21.29  |     ~|     ~|     ~|     ~|     ~|L6.0           |   1|   0
683 |2MASS J16370238+2520386         |BD*|16 37 02.387 +25 20 38.65  |     ~|     ~|     ~|     ~|     ~|L4             |   1|   0
684 |2MASS J22551861-5713056         |BD*|22 55 18.620 -57 13 05.66  |     ~|     ~|     ~|20.58 |17.851|L5.5           |  11|   1
685 |WISE J030449.03-270508.3        |BD*|03 04 49.03 -27 05 08.3    |     ~|     ~|     ~|     ~|     ~|Y0pec          |   4|   0
686 |EQ J0819-0335                   |BD*|08 19 58.05 -03 35 29.0    |     ~|     ~|     ~|     ~|     ~|T4             |   5|   0
687 |BRLT 320                        |LM*|22 56 30.918 +07 24 39.06  |     ~|     ~|     ~|     ~|     ~|L1.0           |   2|   0
688 |2MASS J10130436+0710504         |BD*|10 13 04.362 +07 10 50.43  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
689 |ULAS J150231.71+312056.5        |BD?|15 02 31.71 +31 20 56.5    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
690 |2MASS J17545447+1649196         |BD*|17 54 54.472 +16 49 19.67  |     ~|     ~|     ~|     ~|     ~|T5.5           |   4|   0
691 |2MASS J22361685+5105487         |BD*|22 36 16.856 +51 05 48.72  |     ~|     ~|     ~|     ~|     ~|T5             |   4|   0
692 |2MASS J10103108+0728515         |BD*|10 10 31.089 +07 28 51.58  |     ~|     ~|     ~|     ~|     ~|L1.5           |   1|   0
693 |2MASS J15164306+3053443         |BD*|15 16 43.065 +30 53 44.34  |     ~|     ~|     ~|     ~|     ~|T0.5           |  14|   1
694 |2MASS J08054990+5113130         |BD*|08 05 49.908 +51 13 13.06  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
695 |NAME HD 130948BC                |BD*|14 50 16.00 +23 54 41.8    |     ~|     ~|     ~|     ~|     ~|L4             |  45|   0
696 |ULAS J115508.39+044502.3        |Ro*|11 55 08.39 +04 45 02.3    |     ~|     ~|     ~|     ~|     ~|T7             |   1|   0
697 |2MASS J08440699+2847026         |BD*|08 44 06.990 +28 47 02.62  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
698 |2MASS J17392515+2454421         |BD*|17 39 25.155 +24 54 42.13  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
699 |BRLT 74                         |BD*|08 43 02.021 +00 12 46.97  |     ~|     ~|     ~|     ~|     ~|L9.5           |   1|   0
700 |SDSS J083717.21-000018.0        |BD*|08 37 17.212 -00 00 18.08  |     ~|     ~|     ~|     ~|     ~|T0.5           |  38|   1
701 |2MASS J13411160-3052505         |BD*|13 41 11.605 -30 52 50.53  |     ~|     ~|     ~|     ~|     ~|L3             |  11|   0
702 |2MASSW J0129122+351758          |BD*|01 29 12.219 +35 17 58.09  |     ~|     ~|     ~|     ~|     ~|L4             |   6|   0
703 |EQ J2018-7423                   |BD*|20 18 24.96 -74 23 25.9    |     ~|     ~|     ~|     ~|     ~|T7             |   5|   0
704 |2MASS J00464841+0715177         |BD*|00 46 48.418 +07 15 17.74  |     ~|     ~|     ~|     ~|     ~|L0             |  10|   0
705 |2MASS J01184549+1529423         |BD*|01 18 45.491 +15 29 42.40  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
706 |2MASSW J1145572+231730          |BD*|11 45 57.150 +23 17 29.75  |     ~|     ~|     ~|     ~|18.6  |L1.5           |  26|   0
707 |EQ J2209-2734                   |BD*|22 09 22.10 -27 34 39.5    |     ~|     ~|     ~|     ~|     ~|T7             |   3|   0
708 |2MASS J15400942+3742316         |BD*|15 40 09.422 +37 42 31.60  |     ~|     ~|     ~|     ~|     ~|L9             |   8|   0
709 |Cl* Melotte 22 PLZJ 23          |BD*|03 51 53.380 +24 38 12.11  |     ~|     ~|     ~|     ~|23.541|L8             |   2|   0
710 |HD 126053B                      |BD*|14 23 20.79 +01 16 38.2    |     ~|     ~|     ~|     ~|     ~|T8             |  10|   1
711 |BRLT 317                        |BD*|22 50 16.392 +08 08 22.48  |     ~|     ~|     ~|     ~|     ~|L3.0           |   3|   0
712 |WISEA J140533.13+835030.7       |*  |14 05 33.13 +83 50 30.7    |     ~|     ~|     ~|     ~|     ~|L8             |   2|   0
713 |ULAS J154914.45+262145.6        |Ro*|15 49 14.45 +26 21 45.6    |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
714 |[SBD2011] 2                     |BD?|11 15 04.930 -61 15 42.75  |     ~|     ~|     ~|     ~|     ~|L2.5           |   1|   0
715 |ULAS J012855.07+063357.0        |Ro*|01 28 55.07 +06 33 57.0    |     ~|     ~|     ~|     ~|     ~|T6             |   2|   0
716 |CFBDS J102841+565401            |BD*|10 28 41.01 +56 54 01.9    |     ~|     ~|     ~|     ~|     ~|T8.0           |   3|   0
717 |[SBD2011] 6                     |BD?|11 15 07.000 -61 15 25.98  |     ~|     ~|     ~|     ~|     ~|L3.5           |   1|   0
718 |ULAS J154701.84+005320.3        |BD*|15 47 01.84 +00 53 20.3    |     ~|     ~|     ~|     ~|     ~|T5.5           |   2|   0
719 |CFBDS J150000-182407            |BD*|15 00 00.50 -18 24 07.4    |     ~|     ~|     ~|     ~|     ~|T4.5           |   3|   0
720 |2MASS J15485487+2814046         |BD*|15 48 54.87 +28 14 04.7    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
721 |2MASS J00210589-4244433         |BD*|00 21 05.896 -42 44 43.33  |     ~|     ~|     ~|19.46 |16.79 |L0.5           |  22|   0
722 |2MASS J16273646+2742001         |BD*|16 27 36.465 +27 42 00.13  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
723 |2MASSI J0639559-741844          |BD*|06 39 55.962 -74 18 44.70  |     ~|     ~|     ~|     ~|     ~|L5             |   3|   0
724 |ULAS J115338.73-014724.1        |BD*|11 53 38.735 -01 36 25.56  |     ~|     ~|     ~|     ~|     ~|T6.6           |   1|   0
725 |WISE J051208.66-300404.4        |BD*|05 12 08.66 -30 04 04.4    |     ~|     ~|     ~|     ~|     ~|T8.5           |   2|   0
726 |2MASSI J0025036+475919          |BD*|00 25 03.659 +47 59 19.19  |     ~|     ~|     ~|     ~|     ~|L4             |  11|   0
727 |BRLT 283                        |BD*|15 16 49.849 +08 36 07.14  |     ~|     ~|     ~|     ~|     ~|L5.0           |   1|   0
728 |CFBDS J025558-173020            |BD*|02 55 58.46 -17 30 20.3    |     ~|     ~|     ~|     ~|     ~|T1.0           |   2|   0
729 |2MASSW J0801405+462850          |BD*|08 01 40.562 +46 28 49.84  |     ~|     ~|     ~|     ~|     ~|L6.5V          |  17|   0
730 |2MASS J11263991-5003550         |BD*|11 26 39.911 -50 03 55.01  |     ~|     ~|     ~|     ~|17.800|L5             |  27|   1
731 |2MASS J00374306-5846229         |BD*|00 37 43.067 -58 46 22.92  |     ~|     ~|     ~|     ~|     ~|L0             |   7|   0
732 |WISE J031614.68+382008.0        |BD*|03 16 14.68 +38 20 08.0    |     ~|     ~|     ~|     ~|     ~|T3             |   2|   0
733 |2MASS J16423861+3308554         |BD*|16 42 38.61 +33 08 55.4    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
734 |2MASS J17551062+1803203         |BD*|17 55 10.620 +18 03 20.31  |     ~|     ~|     ~|     ~|     ~|T2             |   4|   0
735 |2MASSI J2249091+320549          |BD*|22 49 09.172 +32 05 48.95  |     ~|     ~|     ~|     ~|     ~|L5             |   2|   0
736 |2MASS J11391441-4321106         |BD*|11 39 14.416 -43 21 10.62  |     ~|     ~|     ~|     ~|     ~|L2.5           |   1|   0
737 |2MASS J21543454-1055308         |BD*|21 54 34.543 -10 55 30.84  |     ~|     ~|     ~|     ~|     ~|L5             |  10|   0
738 |2MASS J09353550+2342177         |BD*|09 35 35.501 +23 42 17.79  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
739 |SDSS J104426.79+272033.1        |BD*|10 44 26.793 +27 20 33.18  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
740 |ULAS J105334.64+015719.7        |Ro*|10 53 34.64 +01 57 19.7    |     ~|     ~|     ~|     ~|     ~|T6.5           |   2|   0
741 |[ASB2009] J142723.4+330403      |BD*|14 27 23.4 +33 04 03       |     ~|     ~|     ~|23.61 |23.82 |T7             |   1|   0
742 |WISE J162208.93-095934.4        |BD*|16 22 08.874 -09 59 35.29  |     ~|     ~|     ~|     ~|     ~|T6             |   4|   0
743 |2MASS J00325937+1410371         |BD*|00 32 59.514 +14 10 37.20  |     ~|     ~|     ~|     ~|     ~|L9             |  22|   1
744 |ULAS J075937.75+185555.0        |Ro*|07 59 37.75 +18 55 55.0    |     ~|     ~|     ~|     ~|     ~|T6             |   2|   0
745 |2MASS J12074836-3900043         |BD*|12 07 48.362 -39 00 04.40  |     ~|     ~|     ~|     ~|     ~|L1             |   9|   0
746 |WISE J073347.94+754439.2        |BD*|07 33 47.94 +75 44 39.2    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
747 |2MASS J09510664+0557470         |BD*|09 51 06.645 +05 57 47.06  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
748 |2MASS J00184613-6356122         |BD*|00 18 46.140 -63 56 12.27  |     ~|     ~|     ~|     ~|     ~|L2             |   3|   0
749 |2MASS J08291613+0733118         |BD*|08 29 16.137 +07 33 11.86  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
750 |CFBDS J152514+111833            |BD*|15 25 14.82 +11 18 33.2    |     ~|     ~|     ~|     ~|     ~|T2.5           |   2|   0
751 |2MASS J00574663+1359064         |BD*|00 57 46.640 +13 59 06.46  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
752 |[PT2013] 3                      |BD?|08 40 41.09 -52 33 07.5    |     ~|     ~|     ~|     ~|     ~|T4.5           |   1|   0
753 |2MASS J15382417-1953116         |BD*|15 38 24.172 -19 53 11.62  |     ~|     ~|     ~|     ~|     ~|L6             |   3|   0
754 |BRLT 207                        |BD*|13 26 29.652 -00 38 32.58  |     ~|     ~|     ~|     ~|     ~|L7.0           |   1|   0
755 |2MASS J14484277+3719321         |BD*|14 48 42.780 +37 19 32.13  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
756 |CFBDS J221505+003053            |BD*|22 15 05.1 +00 30 53       |     ~|     ~|     ~|     ~|     ~|T8+            |   1|   0
757 |2MASS J08155674+4524119         |BD*|08 15 56.748 +45 24 11.93  |     ~|     ~|     ~|     ~|     ~|L0             |   5|   0
758 |UGCS J053022.52-052447.4        |BD*|05 30 22.52 -05 24 47.4    |     ~|     ~|     ~|     ~|     ~|T7             |   2|   0
759 |BRLT 219                        |BD*|13 44 36.842 +11 09 57.55  |     ~|     ~|     ~|     ~|     ~|T3.0           |   1|   0
760 |BRLT 92                         |BD*|09 17 40.851 +00 42 54.09  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
761 |WISE J105047.90+505606.2        |BD*|10 50 47.90 +50 56 06.2    |     ~|     ~|     ~|     ~|     ~|T8             |   2|   0
762 |2MASS J11533966+5032092         |BD*|11 53 39.661 +50 32 09.27  |     ~|     ~|     ~|     ~|     ~|L1             |   5|   0
763 |WISEP J120257.02+090158.1       |BD*|12 02 57.05 +09 01 58.8    |     ~|     ~|     ~|     ~|     ~|T5             |   4|   0
764 |WISE J001354.39+063448.1        |BD*|00 13 54.391 +06 34 48.18  |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
765 |2MUCD 20435                     |BD*|12 07 03.744 -31 51 29.90  |     ~|     ~|     ~|     ~|     ~|L2             |   7|   0
766 |WISE J113949.24-332425.1        |BD*|11 39 49.24 -33 24 25.1    |     ~|     ~|     ~|     ~|     ~|T7             |   2|   0
767 |Cl* Melotte 22 BRB 29           |BD*|03 54 01.43 +23 49 58.1    |     ~|     ~|     ~|     ~|22.84 |L4.5           |   3|   1
768 |2MASS J00493168-0020583         |BD*|00 49 31.687 -00 20 58.38  |     ~|     ~|     ~|     ~|     ~|L2.5           |   1|   0
769 |SSSPM J2229-6931                |BD*|22 29 23.65 -69 30 57.0    |     ~|     ~|19.9  |     ~|     ~|L0             |   1|   0
770 |ULAS J105320.24+045222.2        |NIR|10 53 20.244 +04 52 22.26  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
771 |2MASS J22271087-0045471         |BD*|22 27 10.913 -00 45 47.31  |     ~|     ~|     ~|     ~|     ~|L7.0           |   8|   0
772 |ULAS J153653.80+015540.6        |Ro*|15 36 53.80 +01 55 40.6    |     ~|     ~|     ~|     ~|     ~|T5             |   1|   0
773 |2MASS J04223057+0723448         |BD*|04 22 30.575 +07 23 44.81  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
