tile,ra,dec,row
0090m606,9.00015100000000,-60.5777780000000,998
0090m712,9.00026000000000,-71.1788890000000,17032
0090p000,9.07566500000000,0.00000000000000,999
0090p015,9.07566400000000,1.51444400000000,1000
0090p030,9.07567000000000,3.02888900000000,1001
0090p605,9.00015100000000,60.5777780000000,14723
0090p711,9.00026000000000,71.1788890000000,1002
0091m046,9.11391800000000,-4.54333300000000,1003
0091m061,9.11395800000000,-6.05777800000000,1004
0091m076,9.15254200000000,-7.57222200000000,1005
0091m091,9.19148100000000,-9.08666700000000,1006
0091m349,9.13706600000000,-34.8322220000000,1007
0091p045,9.11391800000000,4.54333300000000,1008
0091p060,9.11395800000000,6.05777800000000,1009
0091p075,9.15254200000000,7.57222200000000,1010
0091p090,9.19148100000000,9.08666700000000,1011
0091p348,9.13706600000000,34.8322220000000,1012
0092m107,9.23076000000000,-10.6011110000000,1013
0092m122,9.27038500000000,-12.1155560000000,1014
0092m500,9.29027700000000,-49.9766670000000,1015
0092p106,9.23076000000000,10.6011110000000,1016
0092p121,9.27038500000000,12.1155560000000,1017
0092p499,9.29027700000000,49.9766670000000,16143
0093m137,9.31037600000000,-13.6300000000000,1018
0093m152,9.39129000000000,-15.1444440000000,1019
0093m364,9.32639100000000,-36.3466670000000,1020
0093p136,9.31037600000000,13.6300000000000,1021
0093p151,9.39129000000000,15.1444440000000,1022
0093p363,9.32639100000000,36.3466670000000,1023
0094m167,9.43235600000000,-16.6588890000000,1024
0094m379,9.47374400000000,-37.8611110000000,1025
0094m621,9.47367400000000,-62.0922220000000,1026
0094p166,9.43235600000000,16.6588890000000,1027
0094p378,9.47374400000000,37.8611110000000,1028
0094p620,9.47367400000000,62.0922220000000,15227
0095m182,9.51544300000000,-18.1733330000000,1029
0095m515,9.53652800000000,-51.4911110000000,1030
0095p181,9.51544300000000,18.1733330000000,1031
0095p514,9.53652800000000,51.4911110000000,15228
0096m197,9.60001900000000,-19.6877780000000,1032
0096m213,9.68613300000000,-21.2022220000000,1033
0096m394,9.67746500000000,-39.3755560000000,1034
0096p196,9.60001900000000,19.6877780000000,1035
0096p212,9.68613300000000,21.2022220000000,1036
0096p393,9.67746500000000,39.3755560000000,17626
0097m228,9.77380600000000,-22.7166670000000,1037
0097m727,9.73000400000000,-72.6933330000000,1038
0097m818,9.72946200000000,-81.7800000000000,1039
